timestamp,count,density,smoothed
2026-04-26T14:39:10.208776+00:00,151,High,150.60830421349553
2026-04-26T14:39:10.683183+00:00,150,High,150.12581294944687
2026-04-26T14:39:11.155396+00:00,150,High,150.3880690646128
2026-04-26T14:39:11.639669+00:00,153,High,152.67164834522896
2026-04-26T14:39:12.134391+00:00,152,High,152.47015384166028
2026-04-26T14:39:12.612453+00:00,153,High,152.92910768916218
2026-04-26T14:39:13.204896+00:00,153,High,153.25037538241352
2026-04-26T14:39:13.685762+00:00,156,High,155.57526276768945
2026-04-26T14:39:14.181282+00:00,155,High,154.8026839373826
2026-04-26T14:39:14.673576+00:00,155,High,154.8618787561678
2026-04-26T14:39:15.155372+00:00,154,High,154.30331512931747
2026-04-26T14:39:15.626641+00:00,156,High,155.7123205905222
2026-04-26T14:39:16.104448+00:00,155,High,155.19862441336554
2026-04-26T14:39:16.579049+00:00,154,High,154.23903708935586
2026-04-26T14:39:17.062435+00:00,154,High,154.4673259625491
2026-04-26T14:39:17.530972+00:00,155,High,154.62712817378434
2026-04-26T14:39:18.017354+00:00,155,High,154.73898972164903
2026-04-26T14:39:18.501453+00:00,154,High,153.6172928051543
2026-04-26T14:39:19.017721+00:00,153,High,152.532104963608
2026-04-26T14:39:19.531142+00:00,152,High,152.07247347452557
2026-04-26T14:39:20.024094+00:00,151,High,150.55073143216788
2026-04-26T14:39:20.512775+00:00,149,High,149.1855120025175
2026-04-26T14:39:21.012535+00:00,148,High,148.22985840176224
2026-04-26T14:39:21.508028+00:00,148,High,147.86090088123356
2026-04-26T14:39:22.035276+00:00,147,High,146.70263061686347
2026-04-26T14:39:22.518649+00:00,147,High,147.09184143180443
2026-04-26T14:39:22.989886+00:00,147,High,147.3642890022631
2026-04-26T14:39:23.481690+00:00,148,High,148.15500230158415
2026-04-26T14:39:23.978007+00:00,147,High,147.2085016111089
2026-04-26T14:39:24.467337+00:00,147,High,147.44595112777623
2026-04-26T14:39:25.017475+00:00,147,High,147.01216578944334
2026-04-26T14:39:25.520723+00:00,148,High,147.90851605261034
2026-04-26T14:39:26.002075+00:00,148,High,147.63596123682723
2026-04-26T14:39:26.493038+00:00,148,High,147.74517286577904
2026-04-26T14:39:26.980998+00:00,148,High,148.4216210060453
2026-04-26T14:39:27.467523+00:00,150,High,150.3951347042317
2026-04-26T14:39:27.962405+00:00,151,High,150.57659429296217
2026-04-26T14:39:28.434223+00:00,151,High,150.7036160050735
2026-04-26T14:39:28.914055+00:00,150,High,150.49253120355144
2026-04-26T14:39:29.401530+00:00,151,High,150.644771842486
2026-04-26T14:39:29.889467+00:00,150,High,149.8513402897402
2026-04-26T14:39:30.381727+00:00,150,High,149.89593820281812
